pLV,pLA,pSA,pSV,VLV,VLA,Qav,Qmv,Qs,Qsv
24.515621390368285,5.438129372136679,100.0,3.5871668713884604,500.0,20.0,-0.0,-0.0,0.0,0.0
25.60423591964006,1.0188206292343827,99.99065262649835,3.3898004838795823,500.0,4.135133107794637,-0.0,-0.0,7.046839891704507,46.44489755277861
28.864774717554038,0.887677263626795,99.92767936260665,3.338263719099141,500.0,3.0740007998467354,-0.0,-0.0,23.422961557574553,46.383616868536066
34.28134926450712,0.8865311948288509,99.80188412193624,3.3084392056879164,500.0,3.064552500913822,-0.0,-0.0,35.09843904070463,46.342281881906395
41.827564735531865,0.9071395624975043,99.65127559483167,3.279017410639856,500.0,3.234449821739687,-0.0,-0.0,35.04805768864783,46.31518336468493
51.46664862158268,0.9326192075632609,99.52108470902267,3.249993942635438,500.0,3.444506411464188,-0.0,-0.0,26.53069166795928,46.28083342802156
63.151629921002595,0.9602365438331959,99.42959142504992,3.2213644467271587,500.0,3.6721863284789618,-0.0,-0.0,17.928079329305753,46.23140003736395
76.8255680279767,0.9895757834637774,99.36256600490118,3.193124585729807,500.0,3.9140617787061918,-0.0,-0.0,15.365770677472902,46.147064773145686
92.42183020260256,1.0206313581184205,99.29238342734729,3.1652700506606144,500.0,4.170086856255494,-0.0,-0.0,18.978482203857862,46.1045976469223
109.49901816432981,1.0534938372726412,100.22314886274911,3.137796575555595,498.3385566309147,4.441008224399094,609.1262365579305,-0.0,50.01984780371411,46.050247837403546
127.23914808603652,1.0882800972303868,103.03634966656145,3.110699989205565,492.92998866607843,4.727789422376391,983.9267944207043,-0.0,258.58395679536676,46.17856329730653
145.55450277193776,1.1251123715151858,105.9741069102251,3.0839765094470084,485.424899759634,5.0314381548487415,1258.2590490310438,-0.0,592.8773716395875,46.82517337669332
164.15234886974886,1.1641099013219145,108.6093495459825,3.057623267855241,476.2422849726453,5.352937457438724,1490.5435159533768,-0.0,879.2687277560087,48.09787210498303
182.70956910926265,1.2053828082982943,111.25986779088875,3.0316384908618534,465.62004225598486,5.693195183364682,1690.5585031979688,-0.0,1010.3120459125699,49.830840577199204
200.91166274132726,1.249027988812552,114.44085431415637,3.00602118194124,453.7675449373625,6.053010155397262,1859.7936275530237,-0.0,1007.1789776132354,51.68849550985823
218.46490525457426,1.2951262213605037,118.39108739792256,2.9807706204905076,440.88309828405835,6.433048319051416,2000.7380423898749,-0.0,969.8096821982163,53.51115976394644
235.09539316228577,1.3437398393991895,122.94490128361181,2.9558860345282554,427.14066639071086,6.833823557208079,2118.02258608046,-0.0,984.9622883433358,55.272663195186816
250.54521941631123,1.3949110193609329,127.73202838511236,2.9313666017617086,412.68146882648256,7.255683576341097,2216.422261494401,-0.0,1069.720398710802,57.1246933407894
264.5741452407105,1.4486605268360648,132.46742950491864,2.90721164575284,397.620595576898,7.698799569929705,2298.753712217051,-0.0,1180.2147865160232,59.16513991826944
276.9688586105699,1.5049868230263663,137.09950972594956,2.8834208107795845,382.0629207986544,8.163158851976698,2365.327452042278,-0.0,1260.638633885917,61.3856985896965
287.5552695908669,1.5638655336957346,141.75213748823535,2.8599940724508692,366.11701070095484,8.64856047898778,2414.9793547989725,-0.0,1286.368449092994,63.7393286150327
296.2072238272715,1.6252492523666797,146.56033189781698,2.8369315970796034,349.89976464827834,9.154613627504984,2446.60492870798,-0.0,1272.4831724284352,66.08473906579452
302.84828151095803,1.6890676729786396,151.5460774468778,2.8142335787619768,333.5323601782026,9.680738687754289,2460.0992180323155,-0.0,1251.6987412713086,68.39965883682457
307.4482701529134,1.7552280680557288,156.61043941614122,2.791900145611023,317.13320614541834,10.226171205705512,2456.3210762176195,-0.0,1246.182461067785,70.68244450333314
310.0190931855862,1.823616129818085,161.61410106521055,2.769931366519798,300.81354927464713,10.789968817273325,2436.4317525461342,-0.0,1254.9832828035624,72.9444516221095
310.6132433232575,1.894097205377416,166.46387690097976,2.7483273034376174,284.6777937777206,11.37102143138549,2401.244397576205,-0.0,1261.4858658928065,75.2462829046141
309.3251103349368,1.9665179695948356,171.14219643629522,2.727088033584685,268.82678650848027,11.96806502118016,2351.024575785133,-0.0,1249.833544788256,77.52114933695856
306.2923643264594,2.0407085902039217,175.67511091543847,2.7062136249435813,253.36076992566626,12.57969947348395,2285.758109783456,-0.0,1216.0940591281112,79.76296489330534
301.6944203914778,2.116485454117316,180.07930936296185,2.685704067003813,238.37978921416249,13.204411064739885,2205.5848297312527,-0.0,1167.7633050737963,81.92743868278194
295.747004079372,2.1936545337849243,184.3319371591943,2.66555920759155,223.9816161776031,13.840600213580952,2111.0667153851646,-0.0,1115.329704540134,83.96836988501255
288.69424208333857,2.27201547356717,188.3782430304801,2.6457787214978543,210.25887839223012,14.486615169275423,2003.1574980800535,-0.0,1064.1839767501697,85.93495652651987
280.80068397161176,2.3513664522680804,192.16086694694744,2.6263621010238487,197.29715419160692,15.14079209890683,1882.974423880094,-0.0,1012.5226190716022,87.77293614466258
272.34477409669154,2.4315098007259204,195.6438301059806,2.607308664995628,185.17466699150833,15.801501399319388,1751.5815024224355,-0.0,955.0074583097862,89.51531079722366
263.613496760995,2.5122581837898332,198.81582277113952,2.588617548637415,173.96291743781626,16.467198661914658,1609.9400484472146,-0.0,887.9121676798711,91.14119088064264
254.89663849635372,2.593440854223664,201.67662750816083,2.57028768176093,163.72700759523835,17.136476230422744,1459.0409314092992,-0.0,811.6700998459087,92.6044604051974
246.47915404850977,2.6749090789176777,204.22152686438892,2.552317762125077,154.52474246639375,17.8081079351019,1300.1173359988836,-0.0,729.7742416267464,93.94274891948557
238.6311922328279,2.7565395037227525,206.43582219179672,2.534706227405255,146.4043885000562,18.481076832748013,1134.8192814898978,-0.0,645.8904726623765,95.09196618908761
231.5964108046365,2.8382343169234905,208.30101128000348,2.5174512492828534,139.40154737303857,19.154576554382288,965.306159197858,-0.0,561.7951720627289,96.09191877874399
225.57934515834802,2.9199178885664696,209.805617088515,2.500550728385086,133.53553274799202,19.827983599557378,794.3230594621568,-0.0,477.40765795459754,96.92068393699289
220.73143896969768,3.0015308777130945,210.95278925146147,2.4840022991531523,128.80487711551166,20.500808755995784,625.4166521043778,-0.0,392.35081539054414,97.58485170026168
217.13311697972276,3.083023812881473,211.762279500808,2.4678033308434175,125.18035871447768,21.172644176149085,463.50134752402835,-0.0,307.591659979509,98.08277926430432
214.76654224599665,3.164352099250668,212.27073517142384,2.451950930232316,122.59251187489382,21.843122216120303,315.9624708456882,-0.0,226.18629416155864,98.4174409463281
213.47425455922502,3.2454733682249817,212.53587678396042,2.4364419500799865,120.91092845233422,22.511893585222666,193.73980233959136,-0.0,153.2323138929456,98.59917699606653
212.92742969247504,3.326346828224658,212.63882956750518,2.4212730105638647,119.92790578582873,23.17862199383712,107.4430314110433,-0.0,95.5056893916219,98.64951015508557
212.71855950648003,3.4069336053351247,212.64964847953922,2.406440539906165,119.40730948316707,23.842986961756676,52.501819755437204,-0.0,59.372279879928556,98.60331151140501
212.57512201377642,3.4871974386534057,212.57132037703514,2.3919408369435855,119.1954457823409,24.50468955068767,12.331482865067816,-0.0,44.67573545638621,98.50383839911808
211.55245603959662,3.567104720155096,212.39645433396504,2.377770145863166,119.19039732142242,25.163452692916803,-0.0,-0.0,41.72075359808583,98.38627614836076
208.55227927959749,3.6466190795401134,212.2171958816368,2.363924716774334,119.19039732142242,25.818976548270367,-0.0,-0.0,44.86119104880023,98.26807203925998
203.62364610669357,3.7256925917960917,212.01864453874884,2.3504008380950854,119.19039732142242,26.470866018440116,-0.0,-0.0,50.130482833832154,98.15846453667298
196.86250788425414,3.8042867474377053,211.80161341173445,2.337194852016008,119.19039732142242,27.11880362760806,-0.0,-0.0,53.15395333452337,98.05809444480707
188.40049145639907,3.882403745151728,211.57999424174378,2.3243031553412616,119.19039732142242,27.76280750195469,-0.0,-0.0,52.36405087370829,97.96095350200451
178.40233661702703,3.960043356388627,211.36725871484126,2.3117221892959945,119.19039732142242,28.402875757296172,-0.0,-0.0,49.33956109815104,97.86049658259716
167.06268893101623,4.037200122655257,211.16699026271002,2.2994484282993666,119.19039732142242,29.038963393301767,-0.0,-0.0,46.81261975376616,97.75444615331024
154.6023103454278,4.113884538552458,210.97306800621467,2.287478375676651,119.19039732142242,29.671156928447594,-0.0,-0.0,46.40616998010805,97.64523250999359
141.26378136309995,4.190096731966358,210.77670378820412,2.275808567146236,119.19039732142242,30.2994574170389,-0.0,-0.0,47.78597723561798,97.53696303012927
127.30677844935244,4.265836414119989,210.57343146510388,2.264435577158258,119.19039732142242,30.923862478371216,-0.0,-0.0,49.43946158024117,97.43203612332672
