pLV,pLA,pSA,pSV,VLV,VLA,Qav,Qmv,Qs,Qsv
27.339875382979752,5.95970478873021,100.0,3.5871668713884604,500.0,20.0,-0.0,-0.0,0.0,0.0
28.334615150037422,0.989996775962166,99.9824393919106,3.409898030891605,500.0,3.938293203048173,-0.0,-0.0,6.573676962716432,44.21762389230587
31.313987110550485,0.8748012693082913,99.87267652372309,3.3772823208482703,500.0,3.123640347812418,-0.0,-0.0,19.563167220979576,44.15597095284063
36.26347286350196,0.8807632903332322,99.6833072891483,3.3662279217328464,500.0,3.165372996720961,-0.0,-0.0,24.08612259553833,44.1074122684811
43.15895369530347,0.904052943944761,99.50481350000327,3.3552707168743034,500.0,3.328394719272021,-0.0,-0.0,17.83685174055343,44.0588641384559
51.96682810965072,0.9311150894914317,99.3917474397528,3.3444102227775616,500.0,3.5178229373354224,-0.0,-0.0,10.156391257447009,43.99636904823329
62.64417556672878,0.9601452571474989,99.31690118869254,3.3336459446257503,500.0,3.721026815597289,-0.0,-0.0,9.268552876710054,43.926567722484116
75.13896563387169,0.990927158845938,99.22168957980891,3.3229773797657316,500.0,3.936492391942009,-0.0,-0.0,14.183748721318509,43.847416847561725
89.39031152848868,1.023497683197143,99.08470370919325,3.31240403146778,500.0,4.164477877372169,-0.0,-0.0,18.254099526643223,43.798938082847755
104.71305605087821,1.0579606970796425,102.50159930638623,3.3019254135677154,497.07868846821356,4.405710313935549,1487.0967502122996,-0.0,78.75113524667071,43.74739400871887
119.12358015948813,1.0944405456360922,114.26654997828936,3.2915411009252895,484.7569144235567,4.661060086382587,2203.867096990825,-0.0,914.8019408920062,44.29316361673183
132.6282903400687,1.133065392531719,123.32933259890258,3.2812514149054897,467.2681856098833,4.931424308162127,3049.4192465395968,-0.0,2127.104737563162,46.77013897639995
144.32996530635654,1.1739596407697943,130.30384478521694,3.271058662588005,444.4410336383855,5.217673769034383,3745.1462616484823,-0.0,2926.3697844382095,51.25887995253992
154.00650860690124,1.2172377640015617,137.64730485547133,3.260967241238929,418.22601134546676,5.520609755790634,4044.6512521390396,-0.0,3063.2172167868166,56.722872337625205
162.0840196825237,1.2630001525996075,146.58686899047035,3.250982604304619,391.4258672241965,5.840934975810716,3936.6420579033265,-0.0,2777.108236344765,62.08837999719283
169.24015621909086,1.3113301631911525,156.37947441350187,3.2411101165548004,366.2735411454369,6.179232904537507,3586.1792768333535,-0.0,2409.37915796808,66.80610880614326
175.9372310539212,1.3622917259690002,165.71174156760603,3.231354474966632,343.6806155072696,6.535951037254868,3197.731928463545,-0.0,2131.983173946216,70.91658071684385
182.24964013463514,1.4159275929810171,173.9655211919021,3.2217196774403107,323.46990987624156,6.911388627554204,2878.2145407757644,-0.0,1947.9176030487183,74.55110968806063
188.06628017548672,1.4722580568220582,181.18529981823977,3.2122092097146338,305.15498854149735,7.305687718499933,2623.162281912226,-0.0,1804.4796914113413,77.90255411039331
193.33051112618878,1.531280040162699,187.59130556268872,3.2028261905302924,288.43102012085046,7.718826769559423,2395.663908710916,-0.0,1663.297788586574,80.96106335586329
198.09428165518517,1.592966563837929,193.35757711360154,3.1935734291679045,273.19245472855744,8.150616933357512,2176.397147026166,-0.0,1513.585601813069,83.7723860934902
202.4559032012094,1.6572665626936045,198.59219442485852,3.184453421361883,259.39079571313465,8.600700766647952,1965.6319025572607,-0.0,1362.7601021907456,86.27572378791193
206.49423660458774,1.7241050458072982,203.3544463268224,3.175468343170968,246.9426801667221,9.0685533518191,1771.9453371267812,-0.0,1223.6993015980545,88.5239819240887
210.23836329179065,1.7933836184609349,207.67564741268046,3.1666200586201594,235.7115270157472,9.553485950571186,1600.84848724362,-0.0,1105.0496238465514,90.50745699578579
213.6825147601439,1.8649813848789836,211.57100314908527,3.1579101544141883,225.54246978926201,10.054652322856814,1453.1041294616953,-0.0,1007.4276562539585,92.29756578789623
216.81184923504432,1.9387562647289953,215.06177169763342,3.149339981559978,216.29553096069105,10.571057942053868,1322.9049615943327,-0.0,924.8888747936063,93.90676694011259
219.63173726125598,2.014546769696222,218.17910992552606,3.140910695822812,207.8708360362841,11.101572430541399,1205.249905924043,-0.0,849.8476748098158,95.37062609966445
222.17044537608885,2.09217429820706,220.9658973855803,3.132623282768664,200.2024380239675,11.64494562218706,1097.519016012278,-0.0,777.4693094929357,96.69832136905715
224.44748626712905,2.1714460207537707,223.48622921677645,3.1244785702903024,193.22491844909794,12.199827758895072,980.4371730777042,-0.0,707.050971863251,97.88368521300538
226.559115440845,2.2521584392225362,225.7084915006675,3.1164772351334475,186.94317880946898,12.764794405008123,922.2927627264096,-0.0,641.0093012980864,98.94604058019075
228.41512440231884,2.3341017036240483,227.7625292178272,3.108619809304641,181.21528114373086,13.338376663336721,807.8336366428703,-0.0,582.4187651869438,99.88696471159663
230.11304059346054,2.4170647431806995,229.55795202034463,3.1009066922875226,176.0600017219364,13.919097091480056,745.0426652990484,-0.0,531.0671378464763,100.72383013618892
231.59797740704377,2.5008411848382,231.16089747115885,3.0933381669609816,171.3833689281308,14.505511129920007,661.120212884861,-0.0,485.23100667495277,101.46834760193755
232.9275433262472,2.5852358486797877,232.53952766419357,3.085914413379506,167.18258443797234,15.096252568288277,622.9090319249019,-0.0,442.1812927751602,102.12911584857477
233.94143733924898,2.6700712866107885,233.84862282574773,3.0786355184910943,163.30786734777635,15.690079314515156,304.65474475420996,-0.0,403.62850109436596,102.71285097756703
235.02388503720115,2.7551933987370907,234.79447187275514,3.0715014843240294,159.98682496490284,16.285912708067436,478.9709432168251,-0.0,362.28354417806236,103.22380424317274
236.20181562951058,2.8404748185167454,235.46208074222773,3.064512231670996,157.19532920197534,16.882861215158897,860.0784192635286,-0.0,311.6994226753416,103.65106818499524
236.73255072061147,2.9258148845079575,236.49522759307206,3.0576675895674863,154.42698853645518,17.480220230993364,487.15821612635443,-0.0,273.05440628371815,103.98782928868557
237.34506871437912,3.0111359124990935,237.18119056828053,3.0509672930529965,152.13172749608862,18.077445985611583,404.8186582886178,-0.0,251.4289224971583,104.26668486437356
237.89413572737743,3.0963768872587516,237.57867139668835,3.044411013317884,150.193602890245,18.67411138772697,561.6621143437412,-0.0,233.37901675452807,104.5094129800696
238.0361277480306,3.1814867249574292,237.98774325792806,3.0379983811084594,148.38659828384638,19.269858863370462,219.96474740861314,-0.0,208.16801564782617,104.71413501799027
238.28638694448924,3.2664191428774174,238.10746773637393,3.031728985796516,147.01105488190973,19.864364445149018,422.9884255098516,-0.0,174.45352349979223,104.86541952433689
238.2600008968632,3.3511300326598534,238.2879646231215,3.025602360284618,145.82285747543236,20.45731938563511,-0.0,-0.0,138.8546862411504,104.95165444051437
238.29553106800086,3.4355769238896623,238.274367888934,3.019617969502612,145.01462467655557,21.048426402596096,145.47569923138533,-0.0,107.75176530326915,104.97502038808807
238.07725045231382,3.5197194177952382,238.25624100386244,3.0137752124606783,144.39241876830684,21.63740271478302,-0.0,-0.0,83.97618412132184,104.9464671363865
237.93725279603294,3.603519650076344,237.96312990775306,3.008073433661696,144.14733872586203,22.223983281609577,-0.0,-0.0,59.41305947128187,104.87465741597963
236.7801770940364,3.686941814001908,237.62810444365257,3.0025119313727906,144.13035780042446,22.80791746495657,-0.0,-0.0,26.68559345680277,104.75118481152634
233.43996138334765,3.769947403639559,237.49061028921227,2.9970899508800217,144.13035780042446,23.388935732973994,-0.0,-0.0,11.578693030719405,104.57627506874603
227.95271870623276,3.852486953366096,237.35545983109898,2.9918066890100405,144.13035780042446,23.966691838730252,-0.0,-0.0,24.590141870944127,104.39525473652843
220.42527551893974,3.9345210465325584,237.06412647790285,2.9866613387536676,144.13035780042446,24.540909875588078,-0.0,-0.0,44.606113575398446,104.24731479431279
211.00417720457378,4.016053872692286,236.66190336394305,2.981653128619019,144.13035780042446,25.11161916936801,-0.0,-0.0,49.18526836034371,104.12723530512795
199.87283510579064,4.097085554327299,236.29531784191587,2.9767813185293335,144.13035780042446,25.67882057741342,-0.0,-0.0,37.86169120640983,104.00298588397654
